PART_ID;PART_DESCRIPTION;Acting;Additional Feature;Application;Blow Characteristic;Body Breadth (mm);Body Height (mm);Body Length or Diameter (mm);Current Rating;Fuse Material;Fuse Size;JESD-609 Code;Joule-integral-Nom (J);LC Risk;Maximum AC Voltage Rating;Maximum DC Voltage Rating;Maximum Power Dissipation;Mounting;Mounting Feature;Number of Terminals;Operating Temperature-Max (Cel);Operating Temperature-Min (Cel);Physical Dimension;Pre-arcing time-Min (ms);Product Diameter;Product Length;Rated Breaking Capacity (A);Rated Current (A);Rated Voltage (V);Rated Voltage(AC) (V);Rated Voltage(DC) (V)
A876;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;12A;Ceramic;6.1 X 2.69mm;;;;65V;65V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A877;Fuse Chip Very Fast Acting 1.5A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 15A, 65VAC, 65VDC, 100A (IR), Surface Mount;Very Fast;INTERRUPTING CURRENT-MAX(DC): 150 A, PRE ARCING TIME: OPEN WITHIN 14400 SEC AT 100% RATED CURRENT;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.5A;Ceramic;6.1 X 2.69mm;e0;97.82J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;100A;15A;;65V;65V
A878;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;15A;Ceramic;6.1 X 2.69mm;;;;65V;65V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A879;Fuse Chip Very Fast Acting 15A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;15A;Ceramic;6.1 X 2.69mm;e0;97.82J;High;65V;65V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;15A;65V;65V;65V
A880;Fuse Chip Very Fast Acting 15A 65V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Fuse, Very Fast Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 65 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.5A;Ceramic;NANO;e4;97.82J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;15A;65V;65V;65V
A881;Fuse Chip Very Fast Acting 1.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 15A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;15A;Ceramic;6.1 X 2.69mm;e0;0.853J;High;65V;65V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.5A;125V;125V;125V
A882;Fuse Chip Very Fast Acting 1.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 65 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;15A;Ceramic;NANO;e4;97.82J;Low;65V;65V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;15A;65V;65V;65V
A883;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;15A;Ceramic;6.1 X 2.69mm;;;;65V;65V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A884;Fuse Chip Very Fast Acting 1.6A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 1.6A;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.6A;Ceramic;6.1 X 2.69mm;e0;;High;125V;125V;;Surface Mount;;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;;1.6A;125V;;
A885;Fuse Chip Very Fast Acting 1.6A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 1.6A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.6A;Ceramic;6.1 X 2.69mm;e0;1.06J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.6A;125V;125V;125V
A886;Fuse Chip Very Fast Acting 1.6A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 1.6A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.6A;Ceramic;NANO;e4;1.06J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.6A;125V;125V;125V
A887;Fuse Chip Very Fast Acting 1.6A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 1.6A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.6A;Ceramic;NANO;e4;1.06J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.6A;125V;125V;125V
A888;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;1.6A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A889;Fuse Chip Very Fast Acting 20A 125V SMD Solder Pad 2410 Ceramic T/R Electric Fuse;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;20A;Ceramic;6.1 X 2.69mm;e4;;Low;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A890;Fuse Chip Very Fast Acting 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;2.5A;Ceramic;6.1 X 2.69mm;e0;1.029J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;2.5A;125V;125V;125V
A891;Fuse Chip Very Fast Acting 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Fuse, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;2.5A;Ceramic;NANO;e4;1.029J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;2.5A;125V;125V;125V
A892;Fuse Chip Very Fast Acting 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;2.5A;Ceramic;6.1 X 2.69mm;e0;1.029J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;2.5A;125V;125V;125V
A893;Fuse Chip Very Fast Acting 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;2.5A;Ceramic;NANO;e4;1.029J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;2.5A;125V;125V;125V
A894;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;3.5A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A895;Fuse Chip Very Fast Acting 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.5A;Ceramic;6.1 X 2.69mm;e0;2.469J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.5A;125V;125V;125V
A896;Fuse Chip Very Fast Acting 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.5A;Ceramic;NANO;e4;2.469J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.5A;125V;125V;125V
A897;Fuse Chip Very Fast Acting 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.5A;Ceramic;6.1 X 2.69mm;e0;2.469J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.5A;125V;125V;125V
A898;Fuse Chip Very Fast Acting 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.5A;Ceramic;NANO;e4;2.469J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.5A;125V;125V;125V
A899;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;3.5A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A900;Fuse Chip Very Fast Acting 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.062A;Ceramic;6.1 X 2.69mm;e4;0.00019J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.062A;125V;125V;125V
A901;Fuse Chip Very Fast Acting 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.062A;Ceramic;NANO;e4;0.00019J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.062A;125V;125V;125V
A902;Fuse Chip Very Fast Acting 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.062A;Ceramic;6.1 X 2.69mm;e0;0.00019J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.062A;125V;125V;125V
A903;Fuse Chip Very Fast Acting 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.062A;Ceramic;NANO;e4;0.00019J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.062A;125V;125V;125V
A904;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;6.3A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A905;Fuse Chip Very Fast Acting 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 6.3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;6.3A;Ceramic;6.1 X 2.69mm;e0;9.17J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;6.3A;125V;125V;125V
A906;Fuse Chip Very Fast Acting 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 6.3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;6.3A;Ceramic;NANO;e4;9.17J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;6.3A;125V;125V;125V
A907;Fuse Chip Very Fast Acting 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Fuse, Very Fast Blow, 6.3A, 50A (IR), NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;6.3A;Ceramic;6.1 X 2.69mm;;;Low;125V;125V;;Surface Mount;;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;6.3A;125V;;
A908;Fuse Chip Very Fast Acting 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 6.3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;6.3A;Ceramic;NANO;e4;9.17J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;6.3A;125V;125V;125V
A909;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;6.3A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A910;Fuse Chip Very Fast Acting 0.08A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.08A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.08A;Ceramic;6.1 X 2.69mm;e4;0.00033J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.08A;125V;125V;125V
A911;Fuse Chip Very Fast Acting 0.08A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.08A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.08A;Ceramic;NANO;e4;0.00033J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.08A;125V;125V;125V
A912;Fuse Chip Very Fast Acting 0.08A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.08A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.08A;Ceramic;NANO;e4;0.00033J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.08A;125V;125V;125V
A913;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;0.1A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A914;Fuse Chip Very Fast Acting 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.1A;Ceramic;6.1 X 2.69mm;e0;0.00138J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.1A;125V;125V;125V
A915;Fuse Chip Very Fast Acting 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.1A;Ceramic;NANO;e4;0.00138J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.1A;125V;125V;125V
A916;Fuse Chip Very Fast Acting 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.1A;Ceramic;NANO;e4;0.00138J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.1A;125V;125V;125V
A917;Fuse Chip Very Fast Acting 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.25A;Ceramic;6.1 X 2.69mm;e0;0.664J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.25A;125V;125V;125V
A918;Fuse Chip Very Fast Acting 1.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.125A;Ceramic;NANO;e4;0.664J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.25A;125V;125V;125V
A919;Fuse Chip Very Fast Acting 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.125A;Ceramic;6.1 X 2.69mm;e0;0.00286J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.125A;125V;125V;125V
A920;Fuse Chip Very Fast Acting 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.25A;Ceramic;NANO;e4;0.664J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.25A;125V;125V;125V
A921;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;1.25A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A922;;;;;VERY FAST;2.69mm;2.69mm;6.1mm;;;;e0;;High;;;;;;;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;;;0.16A;125V;;
A923;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;0.16A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A924;Fuse Chip Very Fast Acting 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.16A;Ceramic;6.1 X 2.69mm;e0;0.0048J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.16A;125V;125V;125V
A925;Fuse Chip Very Fast Acting 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.16A;Ceramic;NANO;e4;0.0048J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.16A;125V;125V;125V
A926;Fuse Chip Very Fast Acting 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Fuse, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.16A;Ceramic;6.1 X 2.69mm;e0;0.0048J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.16A;125V;125V;125V
